from,to,amount,type,isFraud
C1067272521,C617022852,73317.59,CASH_IN,0
C1234224034,C106965727,183332.66,CASH_OUT,0
C738616805,C546225819,179447.96,CASH_IN,0
C337783342,C1018417123,142322.39,CASH_OUT,0
C416661767,C1918136421,279220.28,CASH_OUT,0
C2080062202,C2094816157,37785.0,CASH_IN,0
C1217985534,C1744361583,265837.6,CASH_OUT,0
C979839848,M597503160,8966.4,PAYMENT,0
C1054213412,M1957904719,328.53,PAYMENT,0
C1123422879,C1401132909,26515.11,CASH_OUT,0
C861475546,M1102771392,2256.84,PAYMENT,0
C1845201141,M486238557,3054.46,PAYMENT,0
C1874622003,C1981650697,4903.56,DEBIT,0
C904889803,M945746406,14934.6,PAYMENT,0
C669408249,C321870390,158444.67,CASH_OUT,0
C1596039389,C1628494807,239802.52,CASH_IN,0
C809411916,M1802172538,25551.89,PAYMENT,0
C1857004764,M1217488601,8653.66,PAYMENT,0
C462347937,C1352490710,1988.64,CASH_OUT,0
C1551764758,M1310051553,3939.33,PAYMENT,0
C1777334429,C75629578,46483.06,CASH_IN,0
C2029566815,C199514725,252502.03,TRANSFER,0
C589382020,M886110485,5911.95,PAYMENT,0
C191325660,M311495309,4960.35,PAYMENT,0
C1560687140,M1950420009,9762.51,PAYMENT,0
C1907270799,C24428114,281327.97,CASH_OUT,0
C1451286704,M83782035,14842.16,PAYMENT,0
C305986818,C1993826006,289243.97,CASH_OUT,0
C969179167,C53501189,45946.14,CASH_IN,0
C787563626,C1274442888,968.1,CASH_IN,0
C728695786,C1271185252,47089.22,CASH_IN,0
C767021213,C1783724707,204422.93,CASH_OUT,0
C786341303,M162697194,1642.14,PAYMENT,0
C737176069,M803541498,28669.36,PAYMENT,0
C1547083202,M743306798,6829.85,PAYMENT,0
C501533000,C1348815716,271659.67,TRANSFER,0
C1434387045,C2135817291,603244.44,TRANSFER,0
C953794589,M1815885944,10069.65,PAYMENT,0
C717778188,M1020395122,12263.81,PAYMENT,0
C1782173839,C1005747091,713697.27,TRANSFER,0
C902443489,M990636582,5024.61,PAYMENT,0
C1913913794,M415692145,6448.12,PAYMENT,0
C1710181506,C44832754,5001046.82,TRANSFER,0
C459241223,C950052162,744705.16,TRANSFER,0
C1501189374,C1774531247,202870.45,CASH_IN,0
C823862092,C331056187,46972.83,CASH_OUT,0
C1970723844,C1129264981,158569.24,CASH_IN,0
C1601828603,M1811697903,23486.29,PAYMENT,0
C2023115713,C1177648756,123198.36,CASH_OUT,0
C582660008,C1925237540,1110.3,CASH_OUT,0
C1871665238,C1650613305,204558.11,CASH_IN,0
C319791639,M1577984796,15737.22,PAYMENT,0
C140085257,C1712968111,358432.55,CASH_OUT,0
C1786491898,M835296207,10282.94,PAYMENT,0
C416828334,C1475301529,170624.45,CASH_OUT,0
C974374072,C2128498847,47444.9,CASH_IN,0
C1458183222,M2063001185,24499.86,PAYMENT,0
C1661670617,M555448868,1339.97,PAYMENT,0
C1031543663,M1306258559,6191.0,PAYMENT,0
C1982678748,M2077070131,5520.45,PAYMENT,0
C386919653,M4519748,5500.31,PAYMENT,0
C1332859188,C1675647606,124686.92,CASH_OUT,0
C1339697286,M1264000932,23311.07,PAYMENT,0
C1708068986,M1655264809,19204.1,PAYMENT,0
C1106360840,C1784832580,209506.45,CASH_OUT,0
C773908996,M558491702,1317.59,PAYMENT,0
C1914127293,C1933003042,196481.25,CASH_IN,0
C1937935580,C1125849599,343732.88,TRANSFER,0
C504273764,C1792241184,313140.18,CASH_IN,0
C1776826892,M19447504,12180.04,PAYMENT,0
C1907055558,M51182348,30419.98,PAYMENT,0
C1564931040,C233486185,114228.49,CASH_IN,0
C261737886,M1709347924,1317.35,PAYMENT,0
C1031978215,C456871839,66646.72,CASH_IN,0
C698759471,C109194990,153630.3,CASH_OUT,0
C750093251,M1678661539,10082.53,PAYMENT,0
C524619673,C1656799114,69659.07,CASH_OUT,0
C491115068,M1018543062,15079.19,PAYMENT,0
C504721587,M53632678,248.77,PAYMENT,0
C155588171,C453790801,38153.98,CASH_OUT,0
C693255325,C1952965653,78128.21,CASH_OUT,0
C1368320645,C876566612,377677.8,CASH_IN,0
C158231327,C1967273576,64135.02,CASH_OUT,0
C1193413090,C365335662,31871.58,CASH_OUT,0
C1266505956,M346709075,19211.08,PAYMENT,0
C671940178,C1873412961,4463.19,TRANSFER,0
C1434636358,C1651497440,110468.44,CASH_OUT,0
C1409315191,M2039812651,11492.71,PAYMENT,0
C295247487,C2119518676,245332.1,CASH_IN,0
C796337388,C2040726454,393250.76,TRANSFER,0
C914965466,C2115584835,255303.7,CASH_IN,0
C1899187092,C1967150705,59669.86,CASH_OUT,0
C1232546497,C1915094402,306415.95,CASH_OUT,0
C71853122,C2029295343,54972.66,CASH_OUT,0
C1062583510,C1375787679,25609.54,CASH_OUT,0
C1559066172,C996956013,43549.02,CASH_OUT,0
C1675742378,C970642666,299899.61,TRANSFER,0
C1492191854,C1468726808,230558.86,CASH_IN,0
C364121856,C1310346995,107446.19,TRANSFER,0
C645718872,C364192748,82260.32,CASH_OUT,0
C1048455841,C1951301384,299826.9,CASH_IN,0
C1981398150,C1807841647,214377.73,CASH_OUT,0
C1991745737,C1491206531,123393.28,CASH_IN,0
C996180761,C271023213,24950.49,CASH_OUT,0
C449061695,C1259896923,164709.14,CASH_OUT,0
C1738555983,M1693488503,3450.27,PAYMENT,0
C537162350,C1930805685,34879.31,CASH_OUT,0
C1690687142,C1989783643,13233.37,CASH_OUT,0
C938941067,C1055417490,226661.95,CASH_OUT,0
C205618237,C1801013582,21950.12,CASH_IN,0
C1088817957,C1321957985,269734.96,CASH_OUT,0
C529413192,C2120626331,134179.13,CASH_OUT,0
C1023804071,C2057895057,1358256.46,TRANSFER,0
C1115894947,C114140299,75427.85,CASH_OUT,0
C137080551,M24821106,26904.56,PAYMENT,0
C624938821,C41157366,174579.6,CASH_IN,0
C2040110577,M539224019,24873.93,PAYMENT,0
C893520766,M1692651056,3758.78,PAYMENT,0
C756653891,C949761511,120103.96,CASH_IN,0
C213739313,C2073437421,62864.21,CASH_OUT,0
C2123161447,C683565344,13354.03,CASH_OUT,0
C374522059,M1786501975,33349.68,PAYMENT,0
C499549325,C559079210,15087.86,CASH_OUT,0
C1591677354,C1915064400,22697.36,CASH_OUT,0
C15796051,C1492280722,266395.62,CASH_OUT,0
C1028109683,M477230577,8409.22,PAYMENT,0
C261868078,C1136811657,575052.67,TRANSFER,0
C890794350,C599513499,197609.87,CASH_OUT,0
C602366545,M1111144337,10360.02,PAYMENT,0
C1875761084,C1275707966,44625.99,CASH_IN,0
C1374317353,C1408337297,225327.03,CASH_IN,0
C1888557476,M886954197,11043.57,PAYMENT,0
C1140135239,C594595650,205083.28,CASH_OUT,0
C64069173,C504044950,57921.05,CASH_OUT,0
C1735308196,M1646474618,4116.0,PAYMENT,0
C312195425,C820473497,39846.28,CASH_OUT,0
C953978557,C230610305,349310.74,CASH_OUT,0
C1135409258,C90792511,374869.52,CASH_IN,0
C1433396010,C716116969,159276.23,CASH_IN,0
C1070716389,C419443313,43533.4,CASH_OUT,0
C1639173389,M1963806265,36132.94,PAYMENT,0
C1831835123,M720714955,14966.77,PAYMENT,0
C1198702632,C1960970466,284319.6,CASH_OUT,0
C879721828,C1424665722,147270.98,CASH_OUT,0
C1966037264,M1105716074,6251.37,PAYMENT,0
C670891050,C558767561,45113.0,CASH_OUT,0
C2036565361,M1757596805,3185.58,PAYMENT,0
C457419239,M309782680,504.87,PAYMENT,0
C1012743143,C739625468,20409.88,CASH_OUT,0
C1918072129,C932199876,33952.1,CASH_OUT,0
C350024230,C262911569,80417.45,CASH_IN,0
C1755781176,C11443850,375727.65,CASH_OUT,0
C1720283708,C747086146,218452.9,CASH_IN,0
C1976685163,C411474248,213460.78,CASH_OUT,0
C1769265963,C36074080,191006.24,CASH_OUT,0
C428343831,M42174254,19500.99,PAYMENT,0
C2138142427,C332981502,125046.42,CASH_OUT,0
C867246142,C1527944640,191657.68,CASH_IN,0
C1751822387,C1721421503,257215.06,CASH_IN,0
C1645544735,C1229306199,240265.65,CASH_OUT,0
C1286221023,M266402470,8738.09,PAYMENT,0
C2071058810,C2084088857,59199.37,CASH_OUT,0
C2043209196,M896337997,1717.39,PAYMENT,0
C787513719,M774070297,13378.14,PAYMENT,0
C1102525687,C1851858802,90211.81,CASH_OUT,0
C1846113864,M1253941399,6984.31,PAYMENT,0
C1871447038,M1180320814,15163.1,PAYMENT,0
C992760336,C2039445155,99112.29,CASH_IN,0
C1101357449,C861399020,239860.55,CASH_OUT,0
C1455273218,M472958298,4377.18,PAYMENT,0
C884076075,M2100841447,7344.93,PAYMENT,0
C1188402813,M1111208572,1141.73,PAYMENT,0
C1338208193,C1857999018,75044.53,TRANSFER,0
C201500799,C1208558259,150509.05,CASH_OUT,0
C252140795,C2074417683,244717.48,CASH_OUT,0
C2034323366,M348483213,14994.34,PAYMENT,0
C592569279,C1064907740,81755.95,CASH_OUT,0
C1791593054,C706834840,272099.53,CASH_OUT,0
C1286911930,C1116150857,128258.95,CASH_OUT,0
C158544694,C87885217,97252.66,CASH_OUT,0
C305532276,C921205589,82654.78,CASH_IN,0
C366701256,M1797194920,6436.2,PAYMENT,0
C239237589,M1571577089,8230.95,PAYMENT,0
C1597817576,M2129246518,6792.71,PAYMENT,0
C959115377,C2107209467,869480.36,TRANSFER,0
C2121788643,M1276144848,3365.28,PAYMENT,0
C191063521,C23255057,901001.1,TRANSFER,0
C549680264,C2042026011,113603.79,CASH_OUT,0
C1658101905,M474943356,7728.07,PAYMENT,0
C1551289331,M338693203,5697.65,PAYMENT,0
C248584264,M735171945,20292.24,PAYMENT,0
C1907309065,C295589443,27460.27,CASH_OUT,0
C1426942335,C1090845461,112401.48,TRANSFER,0
C554707454,C1883133402,202798.6,CASH_OUT,0
C746117851,C207103354,438695.57,TRANSFER,0
C1127965318,C119154130,178131.43,CASH_IN,0
C1441053272,C1887551321,161311.81,CASH_OUT,0
C1175347701,C2069588768,162541.99,CASH_OUT,0
C1019953514,C77924745,7331.75,CASH_IN,0
C699560764,C996256628,45984.95,CASH_IN,0
C3459386,C664404443,88796.29,CASH_IN,0
C1852473397,C480301762,91136.85,CASH_OUT,0
C377830787,C1439184464,143882.1,CASH_OUT,0
C1570873556,C2072243105,209690.12,CASH_IN,0
C480245360,C29028630,231910.56,CASH_IN,0
C1660496124,M360148719,28437.44,PAYMENT,0
C1444389387,C1704431060,173497.62,CASH_IN,0
C863039154,M1101367661,14213.23,PAYMENT,0
C773184429,M312358027,16713.45,PAYMENT,0
C1345238521,C1561140816,103231.22,CASH_IN,0
C1503649009,C960783964,175415.57,CASH_IN,0
C1226943436,C785462817,354574.15,CASH_IN,0
C1752983523,M646413364,4544.37,PAYMENT,0
C550776949,C919207118,118052.08,CASH_OUT,0
C1333842191,C530106477,1385495.96,TRANSFER,0
C451022487,C1006945070,77857.04,CASH_OUT,0
C1374126326,C271536000,97346.58,CASH_OUT,0
C936448708,C1947529897,142768.38,CASH_OUT,0
C1072227933,M1612831269,13067.65,PAYMENT,0
C1452105407,M1013795299,6159.47,PAYMENT,0
C1135655666,C887722153,248986.61,CASH_OUT,0
C655995081,C244654962,597186.51,TRANSFER,0
C1859767648,C841708979,65498.2,CASH_OUT,0
C596066261,C1358620682,204609.47,CASH_IN,0
C496100806,M22265552,11906.12,PAYMENT,0
C1948302712,M1445325673,3925.99,PAYMENT,0
C989186497,M1343483903,28534.3,PAYMENT,0
C455597058,C1936889175,227735.72,TRANSFER,0
C83068354,M479225829,2591.39,PAYMENT,0
C929957217,C1264924549,143145.27,CASH_IN,0
C53391757,C1809173127,154986.17,CASH_IN,0
C1548987550,C77460741,71394.17,CASH_OUT,0
C1196726826,C1123296715,145230.95,CASH_OUT,0
C1828110937,C2008288438,101142.75,CASH_OUT,0
C2118466550,C1403976858,45410.3,CASH_IN,0
C1472711603,C659316679,1037987.09,TRANSFER,0
C808668182,C754811797,235846.3,CASH_IN,0
C1874246122,C1372252045,321090.28,CASH_OUT,0
C94675181,M1320663984,50856.96,PAYMENT,0
C1391111255,M149111311,14035.95,PAYMENT,0
C994279254,C1493513506,140440.07,CASH_IN,0
C1206750787,C1956131129,207603.66,CASH_OUT,0
C1607226022,C377335570,6871.99,DEBIT,0
C1715455579,C1014148483,106472.27,CASH_OUT,0
C259213871,C1064363366,278228.57,TRANSFER,0
C1611333212,C952186896,3856775.88,TRANSFER,0
C695536705,C658811646,151990.39,CASH_IN,0
C846260717,C2043366437,29392.86,CASH_IN,0
C993746210,C527708239,27852.74,CASH_OUT,0
C1475466962,C943851067,37191.84,CASH_IN,0
C1300587132,C95536716,135905.5,CASH_IN,0
C1803184873,M916060505,14468.07,PAYMENT,0
C445866375,C1562150022,1613710.38,TRANSFER,0
C469595179,C1119375343,207342.37,CASH_OUT,0
C589407235,C1362803227,40474.84,CASH_OUT,0
C377502052,M237289803,15435.07,PAYMENT,0
C899620218,M632500222,1401.39,PAYMENT,0
C1371092758,C1053692214,126080.9,CASH_IN,0
C1594272366,C182762530,54915.23,CASH_IN,0
C1899373444,C34449369,136953.38,CASH_IN,0
C1038259563,M1172141266,62624.68,PAYMENT,0
C1876616700,M1103860949,30365.63,PAYMENT,0
C1595883153,M331745248,1015.16,PAYMENT,0
C2037978273,C1578218116,262407.35,CASH_OUT,0
C587428678,M1061536635,8314.64,PAYMENT,0
C1489490453,M1306192915,420.92,PAYMENT,0
C1929123505,M1796588909,8805.85,PAYMENT,0
C1461353776,M2000982545,25791.07,PAYMENT,0
C1313019980,C1319995760,112133.56,CASH_IN,0
C907786361,M1658299580,7729.1,PAYMENT,0
C199645149,C1287720540,269617.05,CASH_IN,0
C900761968,M1852835548,10314.25,PAYMENT,0
C1191709254,C1797603707,63860.63,CASH_IN,0
C238927185,M920834503,9652.12,PAYMENT,0
C1008538185,C619502779,119993.74,CASH_IN,0
C2005094805,M1411819669,20567.26,PAYMENT,0
C744176689,C810829604,232729.19,CASH_OUT,0
C1776240621,C1538346813,287328.38,CASH_IN,0
C1862956521,M118769045,36172.62,PAYMENT,0
C983668680,M1469457376,29128.61,PAYMENT,0
C355359469,C757360604,222538.45,CASH_OUT,0
C1962443987,C1117764767,172289.14,CASH_IN,0
C1344888788,M1194234107,140.18,PAYMENT,0
C1576293402,C1864415999,284375.61,CASH_IN,0
C605400404,C609192087,104048.14,CASH_IN,0
C1569976779,C562287359,84483.86,CASH_OUT,0
C809569853,C1638592349,127833.8,CASH_OUT,0
C1926864000,C1828635862,155862.65,CASH_IN,0
C1998638966,M95600815,13553.4,PAYMENT,0
C477985855,C1693783990,46466.52,CASH_OUT,0
C1343335821,M588269474,4689.83,PAYMENT,0
C1788879931,C67400351,200448.08,CASH_IN,0
C1130579119,M88695564,4296.18,PAYMENT,0
C5606848,M128125699,8291.97,PAYMENT,0
C774394592,C2102590443,263448.47,CASH_OUT,0
C1336848009,M2020272936,7955.21,PAYMENT,0
C532799042,C907770473,203381.91,CASH_OUT,0
C834818210,C651077660,204138.0,CASH_OUT,0
C979329822,C1881803541,85761.72,CASH_OUT,0
C392892883,C1688894003,96123.1,CASH_IN,0
C875043977,C1993438039,88906.49,CASH_OUT,0
C1772688482,M1280137654,39442.86,PAYMENT,0
C811610778,M67890365,32242.04,PAYMENT,0
C2134640284,C1975918135,33112.95,CASH_OUT,0
C1874366342,M1035619008,2007.21,PAYMENT,0
C301850118,C14670924,67871.85,CASH_OUT,0
C488166540,C1565339006,336910.77,CASH_OUT,0
C960741985,C110714656,157143.91,CASH_IN,0
C1389615958,M1721581302,14887.36,PAYMENT,0
C238105474,C1990034609,165430.58,CASH_IN,0
C848585494,C937291259,75463.5,CASH_OUT,0
C78988686,M1936360073,1382.02,PAYMENT,0
C967757297,C913519726,2125.07,CASH_OUT,0
C1534087274,M2011648873,9746.52,PAYMENT,0
C1251633823,M1481220338,15840.8,PAYMENT,0
C1016236296,C1174663259,130163.78,CASH_OUT,0
C1196625220,C249348115,144278.58,CASH_OUT,0
C921511852,C690241635,138078.85,CASH_OUT,0
C119944321,C71364493,124978.28,CASH_OUT,0
C2030942272,C1258899140,9016.7,CASH_OUT,0
C257634313,C1706891711,281622.2,CASH_IN,0
C659215233,C1771577644,92293.59,CASH_OUT,0
C1873509324,C338009480,185792.54,CASH_IN,0
C1165892118,C1963424670,204388.79,CASH_OUT,0
C1889277444,M169428635,8936.13,PAYMENT,0
C1023120003,C1878365849,424050.39,CASH_OUT,0
C785216002,C365063356,209520.02,CASH_OUT,0
C8185749,C755860495,87491.88,CASH_IN,0
C1545430080,C1055102556,108846.24,CASH_IN,0
C271910156,C2090275133,136989.88,CASH_IN,0
C546097292,C1975302972,72496.33,CASH_IN,0
C335015973,C2052917374,82664.32,CASH_IN,0
C1889047145,M1689288628,118.9,PAYMENT,0
C1724544617,M1026438508,4158.22,PAYMENT,0
C1008701290,C1408483062,275460.44,CASH_OUT,0
C749545329,M14944765,25365.92,PAYMENT,0
C1755588144,C913815492,237330.66,CASH_OUT,0
C1819944806,C1253793047,463066.98,CASH_OUT,0
C2061399524,C2094906583,165706.38,CASH_IN,0
C749316023,M1515782454,822.22,PAYMENT,0
C691119883,C951732022,169145.43,CASH_OUT,0
C628981516,M1685597038,29853.86,PAYMENT,0
C897825529,M1396179968,14969.01,PAYMENT,0
C180996682,M869796211,5909.77,PAYMENT,0
C1197649516,C220147588,221436.4,CASH_OUT,0
C984224677,C1045033992,188788.27,CASH_IN,0
C943531171,M1673090895,2889.8,PAYMENT,0
C857569598,C1121998617,1385178.32,TRANSFER,0
C1018430440,C1595561176,626163.71,CASH_OUT,0
C420726944,M643644035,5756.5,PAYMENT,0
C2018276299,M1266962842,6468.85,PAYMENT,0
C739719647,M472935949,10281.34,PAYMENT,0
C600483014,M1300979918,19158.16,PAYMENT,0
C1107305221,M1292030046,6702.61,PAYMENT,0
C67422709,C1101490258,115469.79,CASH_OUT,0
C947705238,M592204882,4706.97,PAYMENT,0
C1437176048,C872145549,106431.33,CASH_OUT,0
C707486701,C1806063743,472476.68,CASH_IN,0
C806222053,C2066539147,35466.13,CASH_IN,0
C10673211,M2142596854,4608.11,PAYMENT,0
C941696487,C301504362,282686.96,CASH_IN,0
C78835459,M868680108,90577.75,PAYMENT,0
C1699664756,C468286267,316688.12,TRANSFER,0
C1163541608,C1235198364,176612.16,CASH_OUT,0
C1781486453,M994075784,22184.05,PAYMENT,0
C1829174424,M1403385137,2401.4,PAYMENT,0
C2084824941,M906146260,34497.66,PAYMENT,0
C1440313840,C79257672,241470.24,CASH_IN,0
C999161659,C649810638,91842.99,CASH_OUT,0
C963816607,M298207466,3674.34,PAYMENT,0
C1583370000,C1674644027,54435.49,CASH_OUT,0
C52469225,C350102565,480452.16,TRANSFER,0
C2016619554,C1699699492,189306.2,CASH_OUT,0
C1650052358,M283872971,3353.0,PAYMENT,0
C930845006,M1240147742,338.68,PAYMENT,0
C1292418085,C953516263,1183019.2,TRANSFER,0
C1905014521,C1239569800,125785.21,CASH_OUT,0
C462293339,C1972714568,282998.15,CASH_IN,0
C1262374890,M1498503997,2990.07,PAYMENT,0
C21813020,M1857164835,7212.66,PAYMENT,0
C946036895,C654319691,251016.33,CASH_OUT,0
C578450795,C322169678,257775.54,CASH_OUT,0
C230727486,C1277677505,329303.05,CASH_IN,0
C1380498954,M12902321,20674.29,PAYMENT,0
C762398989,C506947988,170613.81,CASH_IN,0
C1157263705,C650657798,33658.72,CASH_IN,0
C1091609916,C462951830,247281.24,CASH_IN,0
C1785435999,M1284331143,19923.43,PAYMENT,0
C319301725,M2018850894,18639.11,PAYMENT,0
C1891307170,M37518441,12871.48,PAYMENT,0
C322322142,M1816740209,18006.03,PAYMENT,0
C1039227759,C1360129795,152072.14,CASH_IN,0
C1540335569,C41792607,145256.23,CASH_OUT,0
C1352578016,C819534331,5052.32,CASH_IN,0
C1198691609,M333848259,4687.02,PAYMENT,0
C1681326838,C1145507736,64384.53,CASH_IN,0
C707774587,C870888674,533065.32,CASH_OUT,0
C1863927813,C1517134495,51329.0,CASH_OUT,0
C1642367895,C257108016,36806.3,CASH_OUT,0
C2089587250,M1950983646,5415.03,PAYMENT,0
C388333540,C1903669219,205666.23,CASH_IN,0
C1925916405,M1159831609,12020.31,PAYMENT,0
C709474893,C795220676,328068.71,CASH_IN,0
C1336653819,C1745864650,587568.58,CASH_IN,0
C813569024,C97697997,545778.67,TRANSFER,0
C2012334164,C683477806,14042.69,CASH_OUT,0
C539571541,M1237289881,1954.47,PAYMENT,0
C1751345271,M1915644995,11477.02,PAYMENT,0
C1952072203,C705482740,150863.55,CASH_OUT,0
C454443296,M2101340480,23749.84,PAYMENT,0
C873531016,M1351200275,48078.49,PAYMENT,0
C1282774064,C670450358,5270.89,DEBIT,0
C506517118,C34415721,361471.61,CASH_IN,0
C1744955095,C1197514581,220326.37,CASH_IN,0
C876212061,M306750360,34925.34,PAYMENT,0
C936485384,C1101827022,80610.52,CASH_OUT,0
C191531469,C1599654410,20661.72,CASH_OUT,0
C1172132766,C1631347142,76310.71,CASH_OUT,0
C881823536,M1722607642,9554.92,PAYMENT,0
C54841434,C877307137,126874.3,TRANSFER,0
C739333591,M1729357869,16267.37,PAYMENT,0
C2018814874,M593810464,9342.83,PAYMENT,0
C940682722,M518823589,6105.74,PAYMENT,0
C1829821524,C1978205895,129733.66,CASH_IN,0
C1319124354,C2024836608,30079.14,CASH_OUT,0
C2087007357,C1134685526,583584.41,TRANSFER,0
C1761224755,C91629805,462559.61,CASH_OUT,0
C589217090,M2060261698,10007.82,PAYMENT,0
C2070432703,C401151881,180470.31,CASH_IN,0
C2099429005,C358901819,2416.79,CASH_OUT,0
C2142024043,M569212156,7555.45,PAYMENT,0
C1848865728,M1164679379,3297.13,PAYMENT,0
C271667278,C604588050,160647.73,CASH_OUT,0
C154290778,C632472943,341163.55,CASH_OUT,0
C1520679287,C519848959,753130.21,TRANSFER,0
C1778245534,M765025112,6480.84,PAYMENT,0
C1331473622,C1968619192,141797.78,CASH_OUT,0
C1062962548,M568509095,5175.47,PAYMENT,0
C1364164735,C1168382976,197213.93,CASH_OUT,0
C325478387,M1546954618,12226.18,PAYMENT,0
C1278893650,C1668327168,65311.28,CASH_OUT,0
C2097361681,C216620307,700283.54,TRANSFER,0
C1788013024,C254049364,82175.48,CASH_IN,0
C2072470833,M104824990,31548.78,PAYMENT,0
C507367025,C1336904651,64782.43,CASH_IN,0
C546994809,C124476043,148023.46,CASH_OUT,0
C1590943523,C1988868635,305132.0,CASH_IN,0
C1774425328,M1887407223,19804.56,PAYMENT,0
C212964503,M1759557670,24215.02,PAYMENT,0
C1786286960,C320469502,158908.56,CASH_OUT,0
C2147403281,M2095321705,11187.0,PAYMENT,0
C741477304,M886723344,18010.06,PAYMENT,0
C653403939,M1416577821,13611.54,PAYMENT,0
C832062162,C413001338,315472.4,CASH_IN,0
C1490362175,C1694394149,45870.05,CASH_OUT,0
C1729227121,C1737640425,39728.25,CASH_OUT,0
C913462714,C474977958,355851.44,TRANSFER,0
C922242729,C402944959,191600.17,CASH_OUT,0
C1858868854,C1817408357,516373.32,TRANSFER,0
C1140808685,C346830293,314454.97,CASH_IN,0
C648379376,M802836462,13754.67,PAYMENT,0
C30382962,M1637818847,13649.89,PAYMENT,0
C51189464,C92141964,105493.21,CASH_IN,0
C1217589880,C402872421,208033.08,CASH_IN,0
C593809987,C437547978,259925.07,CASH_OUT,0
C495866583,C1387253902,364976.19,CASH_IN,0
C1632902452,C1771091761,259012.32,CASH_IN,0
C467939112,C1045200315,123412.69,CASH_IN,0
C543573654,C314149578,183751.16,CASH_IN,0
C1535134777,M113623893,4487.67,PAYMENT,0
C1208534954,M94983160,1452.83,PAYMENT,0
C615554448,M1373195679,705.6,PAYMENT,0
C1138218301,M1997893335,4815.09,PAYMENT,0
C685833735,C481786168,150193.08,CASH_OUT,0
C241454640,C1504914254,694573.74,TRANSFER,0
C1451498038,C437666628,612180.11,CASH_OUT,0
C971839648,M226756479,37968.73,PAYMENT,0
C1574127115,C196041580,622684.09,TRANSFER,0
C1685986081,M1197682735,10788.1,PAYMENT,0
C2022833689,C482349179,240001.9,CASH_IN,0
C724393943,M1877639896,1967.98,PAYMENT,0
C2016660430,M946461682,7376.25,PAYMENT,0
C1509477214,C1245184652,274698.34,CASH_OUT,0
C1225984113,C81022107,185462.47,CASH_OUT,0
C1427708980,C722183703,147422.06,CASH_OUT,0
C976977800,M2021005619,3192.18,PAYMENT,0
C497409478,C657070390,43522.69,CASH_OUT,0
C1382537790,C158015984,219643.8,CASH_OUT,0
C1797912922,C1248712846,60973.47,CASH_IN,0
C1822803790,C1390319235,229209.99,CASH_IN,0
C1748385216,M1821261805,48719.91,PAYMENT,0
C1217985557,M491023936,9806.03,PAYMENT,0
C411990098,M927766996,8799.23,PAYMENT,0
C1295425281,M1720437464,16990.35,PAYMENT,0
C554587526,C1160422569,213094.95,CASH_IN,0
C2093309779,C1731643198,433657.62,CASH_IN,0
C1683430178,C567273070,35278.36,CASH_OUT,0
C1113062664,C613945298,319025.78,CASH_IN,0
C599572567,C694844536,26645.59,CASH_IN,0
C1820767665,C962304925,193329.8,CASH_OUT,0
C1034293225,C509631413,1017733.49,TRANSFER,0
C372609707,C2090651141,58458.65,CASH_IN,0
C1326812004,C1535264148,40920.61,TRANSFER,0
C1993081612,M1012738089,1074.54,PAYMENT,0
C846576633,C1043673366,1024.9,CASH_IN,0
C247569364,C479990682,479535.39,CASH_OUT,0
C1082266947,M84202314,22958.48,PAYMENT,0
C990580624,C3830469,10891.99,CASH_OUT,0
C1317442892,C642945461,269080.69,CASH_OUT,0
C1702754316,C1359436924,461419.2,TRANSFER,0
C614445100,C433191485,156395.6,CASH_OUT,0
C67256135,C1817894724,90625.47,CASH_IN,0
C252262946,M548100232,44007.41,PAYMENT,0
C1857031280,C547532271,234218.31,CASH_OUT,0
C1540608634,M177100031,6461.93,PAYMENT,0
C1817465733,C1194297436,92631.37,CASH_IN,0
C1603891395,M721797621,4835.98,PAYMENT,0
C617997230,C721272144,57390.76,CASH_OUT,0
C698433321,C1668148839,135737.1,CASH_IN,0
C1659323300,C173488868,237612.97,CASH_OUT,0
C1261985587,C198862197,271489.76,CASH_OUT,0
C1503261440,C169764695,113069.36,CASH_OUT,0
C1826576273,M2003565625,20293.29,PAYMENT,0
C2062338020,C907152002,122277.7,CASH_OUT,0
C15301798,C2093394012,96152.45,CASH_OUT,0
C106401558,M532013183,16278.19,PAYMENT,0
C372090954,C1063905875,317507.64,CASH_IN,0
C1187666517,C1002393332,68247.26,CASH_OUT,0
C1504076900,M1361948370,5460.41,PAYMENT,0
C1669727844,C277634275,313129.92,CASH_IN,0
C1608530608,M587999598,25647.44,PAYMENT,0
C1388030102,C1953754595,116862.57,CASH_IN,0
C1965389823,C746161132,10000000.0,TRANSFER,0
C448610909,C1947355339,1103552.25,TRANSFER,0
C145027962,M2584019,7294.91,PAYMENT,0
C1730141717,C107300817,265100.33,CASH_IN,0
C610489788,C864145030,110837.21,CASH_OUT,0
C1270535193,M669895097,9667.98,PAYMENT,0
C1539405682,C2100804597,181952.94,CASH_IN,0
C935820521,C1698284923,29549.21,CASH_IN,0
C1365239663,M656304188,35588.91,PAYMENT,0
C4022948,C1514324365,7604.36,CASH_IN,0
C314330083,M593021530,3396.57,PAYMENT,0
C331971018,M61758694,9100.04,PAYMENT,0
C2081174297,C1465813088,219127.5,CASH_OUT,0
C35795890,C1073821395,316331.99,TRANSFER,0
C1878714023,C1292843721,286397.38,TRANSFER,0
C1826006873,C1949430968,273835.33,CASH_OUT,0
C1794000898,C1272526961,87589.22,CASH_OUT,0
C173008187,C796323723,35200.08,CASH_OUT,0
